Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,ETFdb Pro Tools,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FMIL,Fidelity New Millennium ETF,Equity,"$9,067,163.00",N/A,"15,329",$21.25,0.33%,No,No,3.74%,4.04%,N/A,N/A,N/A,"$7,177,129.00",$0.00,"$519,414.25","$7,177,129.00","$7,177,129.00","$7,177,129.00",Large Cap Blend Equities,2020-06-02,N/A,N/A,$0.07,2020-09-18,$0.06,0.34%,16.34,1.31,114,45.54%,N/A,N/A,N/A,$19.70,$21.34,$21.17,$21.34,58.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QED,IQ Hedge Event-Driven Tracker ETF,Alternatives,"$9,064,108.00",6.49%,"2,482",$23.06,0.30%,No,No,1.34%,2.20%,10.27%,18.02%,33.97%,"$1,321,910.50",$0.00,$0.00,"$4,577,246.00","$5,624,817.10","$6,689,129.60",Hedge Fund,2015-03-24,0.78%,N/A,$0.45,2019-12-30,$0.45,1.96%,24.90,0.42,16,99.08%,35%,15%,1099,$22.44,$23.05,$23.05,$23.08,64.98,N/A,N/A,C,N/A,N/A,N/A,N/A,4.74,0.00%,27.90%,188.91,5.36%,4.39%
RAAX,VanEck Vectors Real Asset Allocation ETF,Multi-Asset,"$9,050,593.00",-18.76%,"8,653",$20.90,0.72%,No,No,3.65%,2.00%,-15.29%,N/A,N/A,"-$12,771,889.50",$0.00,$0.00,"-$14,042,084.00","$13,821,054.00","$13,821,054.00",Diversified Portfolio,2018-04-09,0.75%,N/A,$0.61,2019-12-23,$0.61,2.93%,0.00,0.54,16,83.97%,39%,20%,1099,$19.69,$21.14,$20.85,$20.93,55.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WOMN,Impact Shares YWCA Women’s Empowerment ETF,Equity,"$9,044,633.00",21.25%,"1,303",$27.71,2.33%,No,No,6.15%,8.53%,34.94%,N/A,N/A,"$1,197,038.00","$623,864.75","$623,864.75","$1,197,038.00","$5,195,592.50","$5,195,592.50",Large Cap Growth Equities,2018-08-27,0.75%,N/A,$0.17,2020-09-25,$0.05,0.64%,22.46,0.98,159,50.26%,39%,20%,1099,$24.67,$27.62,$27.67,$27.76,60.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.18,35.94%,56.43%,106.43,0.85%,23.04%
UGE,ProShares Ultra Consumer Goods,Equity,"$9,022,882.00",23.91%,"2,612",$65.54,1.74%,No,2x,6.34%,10.10%,41.95%,49.48%,101.77%,"-$129,932.75",$0.00,"-$1,489,079.25","-$129,932.75","-$5,358,565.25","-$11,852,816.35",Leveraged Equities,2007-01-30,0.95%,N/A,$0.40,2020-09-23,$0.07,0.63%,22.57,1.68,96,60.64%,35%,15%,1099,$57.09,$65.52,$65.43,$65.71,61.67,A-,C+,B,B+,A-,N/A,N/A,6.46,68.94%,66.05%,54.3,6.93%,15.91%
NACP,Impact Shares NAACP Minority Empowerment ETF,Equity,"$8,907,862.00",15.64%,"3,886",$26.72,0.41%,No,No,3.55%,4.72%,27.69%,N/A,N/A,"$5,416,469.50","$627,124.00","$627,124.00","$5,990,185.75","$5,891,876.62","$5,891,876.62",Large Cap Growth Equities,2018-07-18,0.75%,N/A,$0.17,2020-09-25,$0.06,0.63%,21.96,0.98,152,38.53%,39%,20%,1099,$24.59,$26.78,$26.67,$26.75,60.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.68,70.22%,73.41%,72.85,7.20%,10.44%
MCEF,First Trust Municipal CEF Income Opportunity ETF,Bond,"$8,601,613.00",0.98%,"2,098",$19.25,0.31%,No,No,0.29%,-0.13%,1.80%,11.71%,N/A,"$316,503.50",$0.00,$0.00,"-$1,619,100.50","-$3,962,910.00","$7,081,668.50",Total Bond Market,2016-09-27,2.59%,N/A,$0.61,2020-09-11,$0.06,3.15%,0.00,0.20,42,40.99%,20%,39%,1099,$19.02,$19.33,$19.20,$19.28,56.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LDRS,Innovator IBD ETF Leaders ETF,Multi-Asset,"$8,454,670.00",14.46%,"1,980",$25.57,1.15%,No,No,5.79%,5.57%,19.31%,N/A,N/A,"-$5,356,635.69",$0.00,"-$1,208,070.00","-$6,464,775.69","$5,273,659.87","$5,273,659.87",Diversified Portfolio,2017-12-21,1.08%,N/A,$0.30,2020-06-29,$0.17,1.20%,26.99,0.65,4,100.00%,39%,20%,1099,$23.52,$25.22,$25.50,$25.60,76.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.18,15.56%,33.38%,119.55,3.94%,12.64%
RINF,ProShares Inflation Expectations ETF,Bond,"$8,255,307.00",-1.42%,"2,314",$26.39,0.19%,No,No,1.63%,3.09%,5.69%,2.65%,1.45%,"-$41,961,097.80",$0.00,$0.00,"-$42,766,454.10","-$15,178,503.65","$10,930,447.10",Inflation-Protected Bonds,2012-01-10,0.30%,N/A,$0.19,2020-09-23,$0.04,0.74%,0.00,0.56,2,100.00%,35%,15%,1099,$25.19,$26.38,$26.39,$26.39,64.65,B,B,A-,C+,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAGA,Point Bridge GOP Stock Tracker ETF,Equity,"$8,228,187.00",-6.85%,"2,142",$26.76,-0.15%,No,No,4.14%,3.67%,2.70%,6.19%,N/A,"-$5,184,932.50",$0.00,$0.00,"-$5,185,595.00","-$13,284,010.00","-$1,768,152.50",Large Cap Blend Equities,2017-09-07,0.72%,N/A,$0.63,2019-12-26,$0.63,2.34%,16.13,1.28,151,7.23%,39%,20%,1099,$24.71,$27.00,N/A,N/A,58.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.92,0.00%,47.85%,432.05,14.06%,2.73%
AUGZ,TrueShares Structured Outcome (Aug) ETF,N/A,"$8,209,630.00",N/A,N/A,N/A,0.00%,No,No,N/A,N/A,N/A,N/A,N/A,"$663,892.50",$0.00,"-$1,261,335.00","$663,892.50","$663,892.50","$663,892.50",N/A,2020-07-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSMB,Invesco Balanced Multi-Asset Allocation ETF,Multi-Asset,"$8,200,621.00",1.96%,"2,152",$14.09,0.28%,No,No,2.40%,2.69%,7.16%,18.31%,N/A,"$4,128,301.00",$0.00,$0.00,"$4,128,301.00","$6,445,731.00","$6,445,731.00",Diversified Portfolio,2017-02-23,0.40%,N/A,$0.80,2020-09-21,$0.06,5.70%,16.49,0.66,19,74.83%,20%,39%,1099,$13.44,$14.11,$14.09,$14.09,61.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.38,6.79%,36.52%,223.39,5.95%,4.35%
QRFT,QRAFT AI Enhanced U.S. Large Cap ETF,Equity,"$8,173,483.00",24.13%,"3,654",$34.25,1.24%,No,No,4.38%,6.20%,36.12%,N/A,N/A,"$4,138,757.75",$0.00,"$2,551,800.00","$4,138,757.75","$4,745,581.25","$4,745,581.25",Large Cap Growth Equities,2019-05-21,0.75%,N/A,$0.99,2019-12-23,$0.99,2.92%,23.70,0.97,349,25.45%,39%,20%,1099,$31.35,$34.07,$34.15,$34.31,60.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.46,51.14%,65.95%,63.72,5.76%,6.68%
FRAK,VanEck Vectors Unconventional Oil & Gas ETF,Equity,"$8,081,093.00",-47.69%,"1,503",$58.43,-0.97%,No,No,7.34%,1.23%,-38.64%,-58.55%,-66.02%,"-$3,221,221.00",$0.00,$0.00,"-$3,676,569.50","-$29,017,998.50","-$6,900,436.00",Energy Equities,2012-02-14,0.54%,N/A,$0.20,2019-12-23,$0.20,0.34%,18.70,2.28,35,56.91%,35%,15%,1099,$53.03,$61.91,N/A,N/A,46.44,B-,B,B,A-,B-,C,B,4.11,13.83%,15.18%,648.11,0.00%,0.02%
EUDV,ProShares MSCI Europe Dividend Growers ETF,Equity,"$8,073,933.00",0.74%,891,$44.49,1.02%,No,No,1.52%,1.66%,14.61%,14.59%,27.53%,"-$425,920.60",$0.00,$0.00,"-$425,920.60","-$1,493,200.75","$4,057,299.25",Europe Equities,2015-09-09,0.55%,N/A,$0.67,2020-09-23,$0.23,1.53%,23.35,0.91,33,33.81%,39%,20%,1099,$42.57,$44.77,$44.46,$44.50,57.82,N/A,N/A,C+,N/A,N/A,C,B,8.58,93.91%,98.65%,105.93,7.87%,5.71%
LSLT,Salt Low truBeta US Market Fund,Equity,"$8,070,150.00",0.18%,836,$28.04,0.32%,No,No,2.78%,3.86%,4.74%,N/A,N/A,"-$361,150.00",$0.00,$0.00,"$1,027,770.00","$5,750,085.00","$5,750,085.00",Large Cap Blend Equities,2019-03-12,0.00%,N/A,N/A,N/A,N/A,N/A,22.31,0.80,101,10.57%,N/A,N/A,N/A,$26.22,$28.09,$28.01,$28.08,62.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0,28.31%,50.35%,633.61,15.56%,9.94%
HIPR,Direxion High Growth ETF,Equity,"$8,061,971.00",N/A,"3,363",$55.49,1.00%,No,No,3.66%,4.03%,N/A,N/A,N/A,"$1,401,281.50",$0.00,$0.00,"$1,401,281.50","$1,401,281.50","$1,401,281.50",Large Cap Growth Equities,2020-06-11,0.40%,N/A,$0.04,2020-09-22,$0.04,0.08%,0.00,1.65,91,60.83%,39%,20%,1099,$51.73,$55.75,$54.77,$56.61,56.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.15,89.97%,83.70%,27.17,12.79%,13.45%
FLGR,Franklin FTSE Germany ETF,Equity,"$8,001,460.00",4.51%,"1,785",$23.55,0.56%,No,No,3.60%,0.42%,15.57%,N/A,N/A,"$3,386,605.00",$0.00,$0.00,"$3,386,605.00","$5,498,602.00","$5,498,602.00",Europe Equities,2017-11-02,0.09%,N/A,$0.34,2020-06-11,$0.24,1.45%,20.78,1.03,83,52.49%,39%,20%,1099,$22.02,$24.00,$23.52,$23.56,56.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.31,15.01%,86.45%,184.27,14.02%,7.98%
PQSV,PGIM QMA Strategic Alpha Small-Cap Value ETF,Equity,"$7,932,899.00",-17.51%,123,$43.19,-0.02%,No,No,5.63%,6.68%,-7.66%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$14,995.00","-$14,995.00",Small Cap Value Equities,2018-11-13,0.29%,N/A,$1.36,2020-09-01,$0.15,3.16%,10.80,1.22,778,3.63%,39%,20%,1099,$37.81,$43.58,$43.19,$43.19,62.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.36,4.21%,8.70%,158.79,2.22%,3.49%
TAWK,Direxion Daily Communication Services Index Bull 3X Shares,Equity,"$7,917,951.00",2.22%,"11,564",$41.25,1.78%,No,3x,5.82%,1.72%,31.17%,N/A,N/A,"$4,102,885.50",$0.00,"$1,957,951.00","$2,502,529.00","$2,626,317.00","$2,626,317.00",Leveraged Equities,2019-01-14,1.10%,N/A,$0.00,2019-09-24,$0.03,0.00%,21.37,3.13,27,77.11%,39%,20%,1099,$35.97,$43.10,$40.99,$41.40,51.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.92,27.27%,30.07%,15.26,0.00%,0.17%
SLT,Salt truBeta High Exposure Fund,Equity,"$7,916,920.00",10.11%,"1,308",$30.93,1.01%,No,No,5.29%,12.64%,27.26%,N/A,N/A,"-$7,959,027.50",$0.00,"-$700,202.50","-$7,263,342.50","$2,671,862.50","$2,671,862.50",All Cap Equities,2018-05-16,0.29%,N/A,$0.30,2019-12-23,$0.30,0.96%,8.56,1.62,102,12.32%,39%,20%,1099,$26.93,$30.84,$30.93,$30.93,66.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.5,2.34%,24.87%,172.32,5.54%,3.75%
PSCM,Invesco S&P SmallCap Materials ETF,Equity,"$7,890,032.00",-7.62%,"1,592",$43.56,1.33%,No,No,7.43%,8.32%,5.35%,-10.29%,31.80%,"-$4,116,534.50",$0.00,$0.00,"-$6,357,041.00","-$34,025,455.50","-$5,462,044.50",Materials,2010-04-07,0.29%,N/A,$0.73,2020-09-21,$0.10,1.68%,22.83,1.57,38,57.67%,35%,15%,1099,$37.98,$43.75,$43.54,$43.58,58.64,B-,C+,A-,A+,B,C,B,3.88,20.00%,13.13%,452.73,3.10%,5.53%
GUDB,Sage ESG Intermediate Credit ETF,Bond,"$7,851,269.00",5.08%,"3,891",$52.36,0.06%,No,No,0.15%,-0.07%,5.68%,N/A,N/A,"-$10,499,588.00",$0.00,"-$10,499,588.00","-$10,499,588.00","-$3,170,400.00","-$3,170,400.00",Corporate Bonds,2017-10-30,0.35%,N/A,$1.74,2020-09-15,$0.14,3.33%,0.00,0.18,93,17.25%,39%,20%,1099,$52.13,$52.53,$52.36,$52.36,51.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.42,92.40%,64.82%,151.01,7.71%,7.45%
TAAG,Trend Aggregation Aggressive Growth ETF,Equity,"$7,846,787.00",N/A,889,$29.33,0.41%,No,No,1.97%,2.13%,N/A,N/A,N/A,"$4,538,952.00",$0.00,$0.00,"$4,538,952.00","$4,538,952.00","$4,538,952.00",All Cap Equities,2020-05-08,1.87%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.50,62,49.48%,39%,20%,1099,$28.05,$29.43,$29.33,$29.33,58.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,Equity,"$7,841,740.00",N/A,"1,055",$67.86,0.61%,No,No,5.15%,9.71%,N/A,N/A,N/A,"$1,438,357.50",$0.00,"$43,917.50","$1,438,357.50","$1,438,357.50","$1,438,357.50",Small Cap Growth Equities,2020-04-14,0.07%,N/A,$0.27,2020-09-22,$0.18,0.40%,19.92,1.40,523,8.53%,39%,20%,1099,$59.70,$67.76,$67.86,$67.86,66.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.36,47.04%,18.78%,109.79,4.83%,6.73%
SIMS,SPDR S&P Kensho Intelligent Structures ETF,Equity,"$7,744,968.00",7.32%,"3,815",$34.86,1.13%,No,No,6.92%,9.86%,21.79%,N/A,N/A,"-$968,442.50",$0.00,"$1,906,836.60","-$1,593,974.10","-$1,593,974.10","-$1,593,974.10",Global Equities,2017-12-26,0.45%,N/A,$0.42,2020-09-21,$0.04,1.22%,21.67,1.30,46,36.00%,39%,20%,1099,$30.54,$34.63,N/A,N/A,67.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.64,43.15%,72.01%,152.97,9.93%,12.79%
PSMC,Invesco Conservative Multi-Asset Allocation ETF,Multi-Asset,"$7,743,912.00",3.52%,"5,542",$13.06,0.15%,No,No,1.00%,0.82%,6.04%,16.53%,N/A,"$3,852,262.00",$0.00,$0.00,"$3,852,262.00","$5,736,228.00","$5,736,228.00",Diversified Portfolio,2017-02-23,0.39%,N/A,$0.65,2020-09-21,$0.06,5.00%,17.50,0.37,17,83.11%,20%,39%,1099,$12.80,$13.09,$13.05,$13.07,59.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.14,18.69%,32.77%,219.81,4.76%,2.44%
FWDB,AdvisorShares Madrona Global Bond ETF,Bond,"$7,720,609.00",-0.23%,"2,456",$25.74,-0.31%,No,No,0.01%,-0.49%,2.00%,10.07%,22.12%,"$1,888.25",$0.00,$0.00,"$1,941,522.25","-$10,062,117.50","-$18,154,363.50",Total Bond Market,2011-06-20,1.31%,N/A,$0.59,2020-09-24,$0.03,2.29%,0.00,0.18,8,100.00%,35%,15%,1099,$25.64,$25.85,$25.72,$25.76,49.37,C,C+,C,C+,C+,A-,C,5.01,39.73%,31.19%,315.62,2.99%,0.48%
ROSC,Hartford Multifactor Small Cap ETF,Equity,"$7,718,545.00",-8.19%,"2,558",$27.75,0.65%,No,No,5.38%,6.50%,1.19%,-1.19%,40.20%,"-$7,902,868.50",$0.00,$0.00,"-$7,902,868.50","-$7,902,868.50","-$7,902,868.50",Small Cap Blend Equities,2015-03-23,0.39%,N/A,$0.88,2020-09-25,$0.09,3.19%,13.20,1.07,348,11.23%,39%,20%,1099,$24.67,$27.75,$27.73,$27.79,64.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.01,29.29%,14.23%,69.48,3.09%,5.10%
MRGR,Proshares Merger ETF,Alternatives,"$7,693,373.00",0.88%,"1,598",$38.61,-0.26%,No,No,0.84%,1.55%,2.83%,9.86%,9.73%,"$4,668,466.50",$0.00,$0.00,"$3,727,291.00","$4,619,220.50","$2,823,499.75",Hedge Fund,2012-12-11,0.75%,N/A,$0.22,2019-12-24,$0.22,0.56%,0.00,0.11,25,58.82%,35%,15%,1099,$37.81,$38.68,$38.58,$38.62,65.43,B,B-,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HIPS,GraniteShares US High Income ETF,Multi-Asset,"$7,648,081.00",-22.47%,"5,700",$12.23,0.00%,No,No,2.25%,1.78%,-18.25%,-13.45%,4.05%,"$1,721,529.50",$0.00,"$602,607.00","$1,725,572.50","-$11,560.50","$6,152,109.50",Diversified Portfolio,2015-01-07,1.27%,N/A,$1.30,2020-09-16,$0.11,10.62%,17.25,1.30,60,29.04%,35%,15%,1099,$11.55,$12.38,$12.16,$12.30,56.96,C+,C+,B,C,C,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVLMC,Eaton Vance TABS 5 to 15 Year Laddered Municipal NextShares,Bond,"$7,508,929.00",N/A,N/A,$99.96,-0.06%,No,No,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$1,941,251.00","$67,197,464.88",Total Bond Market,2016-03-30,0.35%,N/A,$0.05,2020-10-01,$0.02,0.05%,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,Bond,"$7,342,497.00",N/A,N/A,$25.07,0.52%,No,No,1.83%,N/A,N/A,N/A,N/A,"$2,460,644.00",$0.00,"$2,460,644.00","$2,460,644.00","$2,460,644.00","$2,460,644.00",High Yield Bonds,2020-09-16,0.42%,N/A,$0.00,N/A,N/A,0.00%,N/A,0.00,103,24.86%,N/A,N/A,N/A,N/A,N/A,$25.07,$25.07,"",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TPAY,Ecofin Digital Payments Infrastructure Fund,Equity,"$7,311,440.00",22.06%,"2,326",$38.79,0.86%,No,No,5.67%,10.48%,29.67%,N/A,N/A,"-$4,620,035.00",$0.00,"$9,890.00","-$1,417,110.00","$1,506,210.00","$1,506,210.00",Technology Equities,2019-01-31,0.40%,N/A,$0.56,2019-12-30,$0.56,1.48%,26.98,1.25,51,46.24%,39%,20%,1099,$34.94,$38.40,$38.72,$38.82,61.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.21,26.57%,33.80%,7.81,0.00%,0.57%
RNSC,First Trust Small Cap US Equity Select ETF,Equity,"$7,298,976.00",-10.27%,"2,402",$19.70,0.10%,No,No,4.82%,7.32%,-0.49%,-1.63%,N/A,"$732,467.50",$0.00,$0.00,"$732,467.50","$5,991,757.50","$5,995,999.00",Small Cap Blend Equities,2017-06-20,0.60%,N/A,$0.31,2020-09-24,$0.07,1.56%,17.59,1.25,360,21.10%,39%,20%,1099,$17.48,$19.75,$19.65,$19.76,61.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.34,3.92%,8.56%,109.37,3.48%,4.59%
SDD,ProShares Ultra Short Small Cap 600,Equity,"$7,082,623.00",-30.67%,"24,367",$7.74,-0.64%,Yes,2x,-10.52%,-14.85%,-44.38%,-52.75%,-78.63%,"$9,987,427.50",$0.00,"-$401,182.50","$9,987,427.50","$10,691,765.50","$11,592,551.00",Leveraged Equities,2007-01-23,0.95%,N/A,$0.01,2019-12-24,$0.01,0.18%,0.00,-2.33,601,6.29%,35%,15%,1099,$7.67,$10.03,$7.63,$7.82,37.07,B-,C,B-,A-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLHY,Virtus Newfleet Dynamic Credit ETF,Bond,"$7,081,708.00",0.41%,494,$23.48,0.04%,No,No,1.19%,0.72%,2.75%,8.20%,N/A,"-$2,352,455.50",$0.00,$0.00,"-$3,544,017.50","-$101,249,461.50","-$66,353,375.00",High Yield Bonds,2016-12-05,0.69%,N/A,$0.89,2020-09-21,$0.10,3.76%,0.00,0.30,147,37.75%,20%,39%,1099,$23.05,$23.52,$23.46,$23.50,63.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.13,11.84%,15.31%,207.92,4.65%,0.36%
ALTS,ProShares Morningstar Alternatives Solution ETF,Alternatives,"$6,965,726.00",-6.41%,514,$35.31,0.06%,No,No,1.27%,0.87%,-3.34%,-2.03%,0.86%,"$762,560.90",$0.00,$0.00,"$762,560.90","-$7,155,516.30","-$17,507,337.50",Long-Short,2014-10-08,0.95%,Charles Schwab,$0.63,2020-10-01,$0.04,1.77%,19.67,0.36,8,100.00%,35%,15%,1099,$34.53,$35.35,$35.31,$35.31,63.14,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PLC,Principal U.S. Large-Cap Multi-Factor Core Index ETF,Equity,"$6,844,545.00",8.52%,558,$28.29,1.29%,No,No,6.90%,0.49%,17.39%,N/A,N/A,$0.00,$0.00,$0.00,"$5,111.00","$1,256,143.00","$1,256,143.00",Large Cap Growth Equities,2019-07-23,0.15%,N/A,$0.45,2020-10-01,$0.12,1.61%,19.74,3.73,157,31.94%,39%,20%,1099,$25.96,$28.89,$28.29,$28.29,61.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.6,62.28%,71.07%,99.3,9.67%,4.81%
EVSTC,Eaton Vance Stock NextShares,Equity,"$6,838,067.00",N/A,150,$99.44,-0.54%,No,No,-0.13%,-0.13%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$5,861,498.25","$54,473,647.00",Large Cap Growth Equities,2016-02-25,0.65%,N/A,$0.41,2020-08-18,$0.41,0.41%,26.46,0.00,43,54.77%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.21,92.09%,84.76%,118.12,7.27%,3.56%
HYUP,Xtrackers High Beta High Yield Bond ETF,Bond,"$6,836,556.00",-0.85%,"45,214",$46.26,0.17%,No,No,1.47%,0.87%,3.37%,N/A,N/A,"-$136,483,520.00",$0.00,$0.00,"-$136,483,520.00","-$92,279,661.50","-$92,279,661.50",High Yield Bonds,2018-01-11,0.20%,N/A,$3.03,2020-10-01,$0.25,6.56%,0.00,0.53,216,15.43%,39%,20%,1099,$44.89,$46.47,$46.26,$46.26,60.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.41,1.76%,3.62%,276.3,7.33%,1.72%
REW,ProShares Ultra Short Technology,Equity,"$6,607,000.00",-64.30%,"22,530",$17.92,-2.93%,Yes,2x,-9.15%,-13.23%,-72.76%,-88.10%,-95.49%,"$7,931,544.57",$0.00,"$2,595,433.75","$8,273,285.82","$13,873,381.14","$10,391,517.64",Leveraged Equities,2007-01-30,0.95%,N/A,$0.04,2020-03-25,$0.01,0.21%,0.00,-1.73,157,62.87%,35%,15%,1099,$17.84,$21.80,$17.81,$18.13,40.92,B,B-,B-,B+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTXD,First Trust Nasdaq Retail ETF,Equity,"$6,597,387.00",12.65%,"3,548",$27.56,0.95%,No,No,2.79%,5.61%,19.51%,44.06%,N/A,"-$2,075,734.50",$0.00,$0.00,"-$2,076,657.50","$3,983,851.50","$3,996,809.00",Consumer Discretionary Equities,2016-09-21,0.60%,N/A,$0.22,2020-09-24,$0.03,0.81%,23.70,1.08,51,56.18%,39%,20%,1099,$25.37,$27.56,$27.50,$27.66,62.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.41,42.31%,36.98%,29.13,8.67%,1.65%
TYO,Direxion Daily 7-10 Year Treasury Bear 3X,Bond,"$6,567,585.00",-28.28%,"4,285",$7.91,0.13%,Yes,3x,1.82%,1.99%,-24.29%,-42.27%,-50.45%,"$296,251.50",$0.00,$0.00,"-$260,505.50","-$14,449,988.00","-$21,088,325.00",Leveraged Bonds,2009-04-16,1.07%,N/A,$0.04,2020-03-24,$0.03,0.54%,0.00,0.44,1,100.00%,35%,15%,1099,$7.67,$7.93,$7.90,$7.94,56.98,B,B+,B-,B+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFE,Direxion Fallen Knives ETF,Equity,"$6,527,391.00",N/A,"2,572",$57.03,0.55%,No,No,6.59%,9.96%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Small Cap Blend Equities,2020-06-11,0.50%,N/A,$0.04,2020-09-22,$0.04,0.07%,0.00,1.87,51,48.89%,39%,20%,1099,$49.14,$56.92,$56.98,$57.13,67.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.87,70.56%,29.43%,70.19,1.54%,20.50%
FNGZ,MicroSectors FANG+ Index -2X Inverse Leveraged ETN,Equity,"$6,520,991.00",-79.94%,"8,824",$5.96,-1.49%,Yes,2x,-6.69%,-18.72%,-86.51%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$43,627,943.70","$43,627,943.70",Leveraged Equities,2018-08-01,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-2.11,11,112.89%,39%,20%,1099,$5.79,$7.35,$5.94,$5.99,38.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNKD,MicroSectors U.S. Big Banks Index -3x Inverse Leveraged ETN,Equity,"$6,483,320.00",-57.10%,"15,827",$10.25,0.29%,Yes,3x,-11.66%,-10.52%,-74.86%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-2.76,10,109.80%,39%,20%,1099,$9.71,$14.24,$10.01,$10.48,41.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
